,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,CLUSTER
1197,7279.0,10.400883,0.454545,533.98,293.98,240.0,0.0,0.5,0.25,0.416667,0.0,0.0,14.0,1000.0,1251.380404,33.246072,0.0,12.0,3
1198,3769.0,1176.992085,1.0,890.0,400.0,490.0,0.0,0.583333,0.083333,0.416667,0.0,0.0,7.0,3000.0,640.607666,289.747401,0.0,12.0,1
1199,2067.0,290.175484,1.0,345.17,219.8,125.37,0.0,0.636364,0.181818,0.545455,0.0,0.0,11.0,6000.0,376.607432,184.176753,0.0,11.0,1
1200,109.0,844.230511,1.0,615.0,336.0,279.0,0.0,0.666667,0.25,0.416667,0.0,0.0,9.0,1500.0,1028.163341,183.039309,0.0,12.0,1
1201,1445.0,1473.495809,1.0,414.0,0.0,414.0,0.0,0.75,0.0,0.666667,0.0,0.0,9.0,10500.0,5863.94034,570.250342,0.5,12.0,4
1202,4345.0,781.279607,1.0,1370.19,1370.19,0.0,0.0,0.75,0.75,0.0,0.0,0.0,21.0,2500.0,1391.682252,191.0918,0.0,12.0,3
1203,6197.0,24.1725,0.727273,270.0,0.0,270.0,0.0,0.818182,0.0,0.818182,0.0,0.0,6.0,8500.0,378.193141,102.149848,0.714286,11.0,4
1204,489.0,210.618047,1.0,290.0,0.0,290.0,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,2700.0,239.005926,171.362848,0.0,12.0,4
1205,2477.0,2516.753364,1.0,606.62,598.95,7.67,0.0,0.833333,0.833333,0.083333,0.0,0.0,14.0,2750.0,1043.617154,1342.522124,0.0,12.0,3
1206,5799.0,460.56625,1.0,864.61,864.61,0.0,0.0,0.833333,0.833333,0.0,0.0,0.0,11.0,3000.0,1880.266926,362.449997,0.25,12.0,3
1207,6895.0,0.001289,0.181818,96.12,0.0,96.12,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,1500.0,102.848649,0.019163,0.0,12.0,4
1208,4587.0,39.061878,1.0,297.02,0.0,297.02,0.0,0.916667,0.0,0.916667,0.0,0.0,11.0,1000.0,297.32915,186.96613,0.0,12.0,4
1209,35.0,1032.823341,1.0,1540.06,1395.13,144.93,0.0,1.0,0.916667,1.0,0.0,0.0,28.0,4000.0,3846.028003,322.506371,0.181818,12.0,1
1210,351.0,31.475251,1.0,479.96,0.0,479.96,0.0,1.0,0.0,1.0,0.0,0.0,35.0,2500.0,431.591387,176.765922,1.0,12.0,4
1211,1597.0,82.98006,1.0,906.78,0.0,906.78,0.0,1.0,0.0,1.0,0.0,0.0,25.0,3000.0,780.205026,152.745483,0.818182,12.0,4
1212,2305.0,22.523964,0.428571,346.3,0.0,346.3,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1800.0,340.376582,74.812454,1.0,7.0,4
1213,2523.0,972.665818,1.0,10549.19,9180.41,1368.78,0.0,1.0,1.0,1.0,0.0,0.0,248.0,9000.0,10114.18854,209.881639,1.0,12.0,1
1214,3193.0,1367.301373,1.0,231.41,0.0,231.41,0.0,1.0,0.0,1.0,0.0,0.0,16.0,2500.0,107.242408,257.56864,0.0,6.0,4
1215,4037.0,535.278586,1.0,704.72,360.9,343.82,0.0,1.0,0.5,1.0,0.0,0.0,38.0,600.0,686.976557,828.745267,0.0,12.0,1
1216,4577.0,1961.322415,1.0,476.16,0.0,476.16,0.0,1.0,0.0,1.0,0.0,0.0,48.0,2000.0,791.091826,768.758551,0.0,12.0,4
1217,5305.0,236.264094,1.0,1949.62,1430.92,518.7,0.0,1.0,1.0,0.5,0.0,0.0,38.0,1800.0,1679.271891,163.817498,0.1,12.0,1
1218,5395.0,121.385695,0.909091,341.96,287.0,54.96,0.0,1.0,0.166667,1.0,0.0,0.0,16.0,1000.0,626.768821,118.817204,0.1,12.0,1
1219,5797.0,39.670161,1.0,319.92,0.0,319.92,0.0,1.0,0.0,1.0,0.0,0.0,12.0,10000.0,365.863745,176.935616,0.727273,12.0,4
1220,6027.0,434.932876,1.0,933.8,0.0,933.8,0.0,1.0,0.0,1.0,0.0,0.0,39.0,2700.0,253.085801,168.730445,0.083333,12.0,4
1221,2527.0,2778.220254,1.0,0.0,0.0,0.0,99.790116,0.0,0.0,0.0,0.083333,2.0,0.0,3000.0,813.686705,1449.354152,0.0,12.0,0
1222,4623.0,1143.333419,1.0,0.0,0.0,0.0,267.402242,0.0,0.0,0.0,0.083333,1.0,0.0,2500.0,588.789066,289.050092,0.0,12.0,0
1223,6973.0,1179.613243,1.0,0.0,0.0,0.0,73.629879,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,352.44958,281.679401,0.0,12.0,0
1224,7163.0,2458.376257,0.818182,0.0,0.0,0.0,102.275984,0.0,0.0,0.0,0.083333,1.0,0.0,7500.0,4543.63481,647.20869,0.0,12.0,0
1225,7919.0,2.71921,0.181818,0.0,0.0,0.0,365.729727,0.0,0.0,0.0,0.083333,1.0,0.0,6000.0,3961.072777,29.048708,0.090909,12.0,0
1226,5301.0,937.276757,1.0,45.65,45.65,0.0,19.995297,0.083333,0.083333,0.0,0.083333,1.0,1.0,1000.0,335.809644,442.354727,0.0,12.0,3
1227,8749.0,380.351858,0.909091,1216.21,1216.21,0.0,145.058195,0.166667,0.166667,0.0,0.083333,1.0,9.0,3000.0,1605.939594,135.474623,0.111111,12.0,3
1228,1341.0,375.583779,0.818182,1567.4,1567.4,0.0,830.455855,0.583333,0.583333,0.0,0.083333,1.0,14.0,2500.0,2695.75854,188.250177,0.666667,12.0,3
1229,2969.0,39.251217,1.0,1066.62,339.1,727.52,204.615371,0.833333,0.833333,0.916667,0.083333,1.0,49.0,3500.0,1340.881787,102.273663,0.5,12.0,1
1230,6419.0,617.999607,1.0,387.7,250.0,137.7,684.8408,0.833333,0.166667,0.75,0.083333,1.0,13.0,1200.0,1723.350971,332.043275,0.166667,12.0,2
1232,907.0,5.911397,0.5,0.0,0.0,0.0,19.712686,0.0,0.0,0.0,0.166667,1.0,0.0,500.0,32.355459,32.958244,0.5,6.0,0
1233,3757.0,1061.570865,1.0,0.0,0.0,0.0,525.428754,0.0,0.0,0.0,0.166667,2.0,0.0,2500.0,417.214903,235.325924,0.0,12.0,0
1234,5681.0,1364.897308,1.0,0.0,0.0,0.0,1129.837811,0.0,0.0,0.0,0.166667,6.0,0.0,1500.0,365.272698,353.215704,0.0,12.0,0
1235,7189.0,151.704474,1.0,0.0,0.0,0.0,87.794993,0.0,0.0,0.0,0.166667,2.0,0.0,150.0,316.324154,277.040895,0.0,12.0,0
1236,7295.0,1329.443468,1.0,0.0,0.0,0.0,1024.351429,0.0,0.0,0.0,0.166667,2.0,0.0,1800.0,684.599962,311.075432,0.0,12.0,0
1237,2205.0,9919.456275,1.0,740.75,0.0,740.75,2238.487012,1.0,0.0,1.0,0.166667,2.0,13.0,14000.0,3281.898514,2912.794724,0.0,12.0,2
1238,3615.0,3285.196786,1.0,2830.48,1182.2,1648.28,1703.103212,1.0,0.083333,1.0,0.166667,3.0,37.0,8500.0,7224.787261,856.787065,0.166667,12.0,2
1239,7825.0,677.188172,0.909091,3777.59,3777.59,0.0,329.214459,0.818182,0.818182,0.0,0.181818,3.0,28.0,4000.0,5499.745992,261.247523,0.090909,11.0,3
1240,7335.0,371.896615,1.0,332.0,0.0,332.0,850.393519,1.0,0.0,1.0,0.2,5.0,10.0,2500.0,1756.127984,126.406004,0.111111,10.0,2
1241,915.0,2406.569238,1.0,0.0,0.0,0.0,94.706407,0.0,0.0,0.0,0.25,4.0,0.0,2400.0,314.272712,10774.73572,0.0,12.0,0
1242,1199.0,1899.219514,1.0,0.0,0.0,0.0,3618.304773,0.0,0.0,0.0,0.25,4.0,0.0,8000.0,7823.096006,452.041254,0.0,12.0,0
1243,3653.0,7347.355967,1.0,0.0,0.0,0.0,3726.752857,0.0,0.0,0.0,0.25,5.0,0.0,11500.0,2367.28451,1863.527533,0.0,12.0,0
1244,4027.0,7091.028361,1.0,0.0,0.0,0.0,2137.809373,0.0,0.0,0.0,0.25,5.0,0.0,8500.0,1835.361842,2701.584337,0.0,12.0,0
1245,4463.0,2532.816831,1.0,0.0,0.0,0.0,2640.226004,0.0,0.0,0.0,0.25,5.0,0.0,3000.0,367.673648,420.892534,0.0,8.0,0
1246,7481.0,2964.124423,1.0,118.05,0.0,118.05,157.301178,0.083333,0.0,0.083333,0.25,4.0,2.0,3000.0,359.886515,17563.48542,0.0,12.0,0
1247,3621.0,467.220993,1.0,1110.17,640.17,470.0,814.088229,0.416667,0.083333,0.333333,0.25,3.0,6.0,4000.0,2514.118359,185.120378,0.25,12.0,2
1248,4681.0,1695.994646,1.0,478.99,478.99,0.0,855.646549,0.583333,0.583333,0.0,0.25,3.0,8.0,2000.0,2546.457101,758.281597,0.083333,12.0,3
1249,1669.0,3997.572659,1.0,0.0,0.0,0.0,3516.5482,0.0,0.0,0.0,0.272727,6.0,0.0,4500.0,1456.274689,1310.022633,0.0,11.0,0
1250,6729.0,1013.23312,0.909091,0.0,0.0,0.0,603.491005,0.0,0.0,0.0,0.272727,3.0,0.0,1200.0,535.726687,206.591708,0.0,11.0,0
1251,4465.0,736.724142,1.0,421.96,0.0,421.96,1001.547474,1.0,0.0,0.909091,0.272727,14.0,11.0,1000.0,555.342356,586.9257,0.0,11.0,2
1252,3481.0,1710.418727,0.8,0.0,0.0,0.0,2813.620582,0.0,0.0,0.0,0.3,9.0,0.0,2500.0,1337.799917,508.122732,0.0,10.0,0
1253,3187.0,1354.161432,1.0,0.0,0.0,0.0,602.502862,0.0,0.0,0.0,0.333333,11.0,0.0,1500.0,313.83656,393.651962,0.0,12.0,0
1254,3675.0,8791.161142,1.0,0.0,0.0,0.0,3706.755143,0.0,0.0,0.0,0.333333,4.0,0.0,12000.0,2244.627566,2916.278944,0.0,12.0,0
1255,5665.0,4709.860768,1.0,0.0,0.0,0.0,3832.366931,0.0,0.0,0.0,0.333333,8.0,0.0,6000.0,1239.821726,1464.809088,0.0,12.0,0
1256,1915.0,5995.793488,1.0,0.0,0.0,0.0,3454.101774,0.0,0.0,0.0,0.416667,12.0,0.0,6500.0,1868.475426,1486.185877,0.0,12.0,0
1257,8445.0,4707.223656,1.0,896.46,600.01,296.45,5740.678318,0.416667,0.083333,0.333333,0.416667,7.0,13.0,6500.0,7332.868891,1339.173048,0.0,12.0,2
1258,321.0,4811.886042,1.0,4911.41,4005.81,905.6,10629.80756,0.75,0.75,0.25,0.416667,14.0,63.0,6000.0,10079.38741,2045.063933,0.111111,12.0,2
1259,7257.0,7196.553011,1.0,0.0,0.0,0.0,8195.684678,0.0,0.0,0.0,0.5,7.0,0.0,9000.0,3335.3032,1349.647209,0.0,10.0,0
1260,7455.0,5429.735607,1.0,1000.0,1000.0,0.0,3807.688019,0.333333,0.333333,0.0,0.5,10.0,4.0,6000.0,2686.360691,4471.491241,0.0,12.0,2
1261,2425.0,3049.215189,1.0,390.0,390.0,0.0,5876.866242,0.083333,0.083333,0.0,0.583333,9.0,1.0,3200.0,6537.913767,2729.078978,0.0,12.0,0
1262,3527.0,6995.3025,1.0,999.77,0.0,999.77,6507.113368,0.75,0.0,0.75,0.583333,16.0,14.0,8000.0,2863.397049,2553.534465,0.0,12.0,2
1263,7721.0,4752.694271,1.0,0.0,0.0,0.0,3473.011991,0.0,0.0,0.0,0.833333,36.0,0.0,5000.0,2662.805022,2683.218557,0.0,12.0,0
1264,7241.0,4507.000722,1.0,7394.18,2288.2,5105.98,5424.701791,1.0,0.916667,1.0,0.833333,40.0,130.0,11000.0,10460.87946,1076.5895,0.0,12.0,2
1265,23.0,5227.616927,1.0,0.0,0.0,0.0,3819.594336,0.0,0.0,0.0,1.0,27.0,0.0,5200.0,4995.602345,5363.753233,0.0,12.0,0
1266,5085.0,20.42609,0.272727,114.0,114.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4000.0,520.598144,99.093617,0.0,12.0,3
1267,4559.0,152.225975,0.545455,1281.6,1281.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,3.0,11000.0,1164.770591,100.302262,0.0,12.0,3
1268,7627.0,11.249863,0.636364,137.84,137.84,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,3.0,10000.0,234.444295,101.418698,0.166667,12.0,3
1269,283.0,1.411754,0.2,19.9,0.0,19.9,0.0,0.2,0.0,0.1,0.0,0.0,2.0,6500.0,49.622958,48.782575,0.5,10.0,4
1270,7453.0,16.371699,0.3,190.0,0.0,190.0,0.0,0.2,0.0,0.2,0.0,0.0,3.0,4000.0,322.114468,139.674841,0.5,10.0,4
1271,4241.0,1247.196735,1.0,243.0,243.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,9.0,1200.0,529.091477,919.446681,0.0,12.0,3
1272,7563.0,14.775035,1.0,80.44,0.0,80.44,0.0,0.333333,0.0,0.333333,0.0,0.0,4.0,3000.0,137.217255,81.263818,0.083333,12.0,4
1273,2485.0,126.207012,0.636364,913.0,0.0,913.0,0.0,0.416667,0.0,0.333333,0.0,0.0,5.0,7500.0,1718.487894,140.181283,1.0,12.0,4
1274,4723.0,66.0478,0.454545,674.67,674.67,0.0,0.0,0.416667,0.416667,0.0,0.0,0.0,8.0,600.0,538.053223,167.18485,1.0,12.0,3
1275,5219.0,7.85361,0.363636,125.0,0.0,125.0,0.0,0.416667,0.0,0.333333,0.0,0.0,5.0,2500.0,91.786773,43.39952,0.0,12.0,4
1276,5567.0,161.576879,0.909091,194.0,59.0,135.0,0.0,0.416667,0.083333,0.333333,0.0,0.0,6.0,5000.0,738.457844,197.425096,0.1,12.0,3
1277,7035.0,1642.024936,1.0,2094.38,2094.38,0.0,0.0,0.416667,0.416667,0.0,0.0,0.0,17.0,4500.0,576.699993,556.378998,0.0,12.0,3
1278,8767.0,339.406259,1.0,14.28,0.0,14.28,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,10500.0,1263.292815,1486.059666,0.083333,12.0,4
1279,1005.0,127.062095,0.818182,453.3,330.8,122.5,0.0,0.583333,0.416667,0.166667,0.0,0.0,9.0,7000.0,593.965783,127.194961,0.166667,12.0,3
1280,5811.0,1256.460026,1.0,1313.0,1313.0,0.0,0.0,0.583333,0.583333,0.0,0.0,0.0,29.0,1200.0,1440.244979,1919.360883,0.0,12.0,3
1281,3391.0,239.055052,0.818182,892.4,383.4,509.0,0.0,0.636364,0.090909,0.636364,0.0,0.0,15.0,2100.0,1713.393928,761.902854,0.222222,11.0,1
1282,5847.0,143.737177,1.0,1456.0,361.0,1095.0,0.0,0.666667,0.166667,0.583333,0.0,0.0,17.0,2500.0,1416.600792,139.685178,0.818182,12.0,1
1283,121.0,2490.340771,1.0,2197.28,2064.28,133.0,0.0,0.833333,0.75,0.333333,0.0,0.0,40.0,4200.0,775.676457,795.224277,0.0,12.0,1
1284,6417.0,79.861604,1.0,427.36,0.0,427.36,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,1000.0,410.368448,164.642311,0.166667,12.0,4
1285,7251.0,27.17079,0.909091,275.0,0.0,275.0,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,3000.0,299.572759,149.944032,0.8,12.0,4
1286,3087.0,16.727286,0.888889,174.46,0.0,174.46,0.0,0.888889,0.0,0.666667,0.0,0.0,8.0,1500.0,142.694823,116.628448,0.333333,9.0,4
1287,143.0,245.199649,1.0,2241.84,2241.84,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,27.0,6000.0,2033.297863,161.507699,0.2,12.0,3
1288,1347.0,666.123984,1.0,1999.7,351.0,1648.7,0.0,0.916667,0.25,0.75,0.0,0.0,15.0,3100.0,667.118376,264.338574,0.2,12.0,1
1289,6921.0,2341.625484,1.0,2153.83,1260.08,893.75,0.0,0.916667,0.083333,0.916667,0.0,0.0,13.0,7500.0,774.4989,688.1366,0.0,12.0,1
1290,8535.0,3971.701463,1.0,721.51,175.0,546.51,0.0,0.916667,0.083333,1.0,0.0,0.0,53.0,13500.0,1169.633242,1354.544785,0.0,12.0,1
1291,433.0,107.452196,1.0,1196.35,945.79,250.56,0.0,1.0,1.0,0.5,0.0,0.0,37.0,5500.0,1597.772035,174.857103,0.5,12.0,1
1292,465.0,311.987575,0.363636,684.24,0.0,684.24,0.0,1.0,0.0,1.0,0.0,0.0,37.0,1000.0,2154.534733,508.095621,0.0,12.0,4
1293,1315.0,17.896575,0.909091,265.97,0.0,265.97,0.0,1.0,0.0,0.916667,0.0,0.0,14.0,1000.0,224.528678,120.554003,0.545455,12.0,4
1294,2519.0,92.859389,1.0,468.96,0.0,498.96,0.0,1.0,0.0,0.833333,0.0,0.0,5.0,1000.0,348.784045,87.169565,1.0,6.0,4
1295,3037.0,43.960637,1.0,580.65,0.0,580.65,0.0,1.0,0.0,0.857143,0.0,0.0,7.0,1000.0,488.691925,103.514338,0.833333,7.0,4
1296,3779.0,56.726412,1.0,268.68,0.0,268.68,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3500.0,261.671184,198.263057,0.083333,12.0,4
1298,4611.0,1050.527038,0.818182,8880.59,2269.45,6611.14,0.0,1.0,0.333333,1.0,0.0,0.0,64.0,8500.0,7713.262155,266.749027,0.0,12.0,1
1299,5233.0,263.6992,1.0,1856.64,0.0,1856.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1800.0,1591.559543,1991.577214,0.0,12.0,4
1300,5487.0,37.890131,1.0,483.3,0.0,483.3,0.0,1.0,0.0,1.0,0.0,0.0,13.0,2500.0,541.618413,179.311193,0.916667,12.0,4
1301,5543.0,143.553904,1.0,1778.76,726.88,1051.88,0.0,1.0,0.416667,1.0,0.0,0.0,53.0,7000.0,1303.254323,161.824942,0.583333,12.0,1
1302,7099.0,216.702671,1.0,2205.51,1073.49,1132.02,0.0,1.0,1.0,1.0,0.0,0.0,53.0,7500.0,1941.251813,140.28742,0.454545,12.0,1
1303,7265.0,149.345328,1.0,1424.4,1330.91,93.49,0.0,1.0,1.0,0.083333,0.0,0.0,17.0,5000.0,1214.676732,179.371816,0.75,12.0,1
1304,8503.0,451.905949,1.0,4468.71,3870.15,598.56,0.0,1.0,1.0,0.416667,0.0,0.0,53.0,4000.0,4009.961094,184.31048,1.0,12.0,1
1305,8595.0,627.260806,1.0,7091.01,6402.63,688.38,0.0,1.0,1.0,1.0,0.0,0.0,64.0,13500.0,6354.314328,198.065894,1.0,12.0,1
1306,7815.0,1098.457059,1.0,0.0,0.0,0.0,18.510103,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,224.204359,551.721679,0.0,12.0,0
1307,8781.0,1201.62361,1.0,55.4,55.4,0.0,109.3684,0.083333,0.083333,0.0,0.083333,2.0,1.0,1200.0,188.413804,5603.542008,0.0,12.0,0
1308,7575.0,1116.944017,1.0,182.64,182.64,0.0,109.600359,0.333333,0.333333,0.0,0.083333,1.0,4.0,1500.0,304.822958,347.685591,0.0,12.0,3
1309,7275.0,986.84903,1.0,558.18,0.0,558.18,45.311387,1.0,0.0,1.0,0.083333,1.0,39.0,1000.0,1548.4862,5737.912518,0.0,12.0,4
1310,3473.0,1173.880289,0.875,0.0,0.0,0.0,1434.78206,0.0,0.0,0.0,0.125,1.0,0.0,1500.0,183.938329,338.005067,0.0,8.0,0
1311,115.0,1383.72609,1.0,0.0,0.0,0.0,148.185304,0.0,0.0,0.0,0.166667,2.0,0.0,1500.0,298.943957,508.050053,0.0,12.0,0
1312,779.0,3.122949,0.545455,0.0,0.0,0.0,317.505521,0.0,0.0,0.0,0.166667,2.0,0.0,2500.0,559.499889,56.150133,0.25,12.0,0
1313,3029.0,1755.193192,1.0,0.0,0.0,0.0,1657.887522,0.0,0.0,0.0,0.166667,5.0,0.0,1800.0,310.988036,627.613135,0.0,12.0,0
1314,7665.0,1679.429188,1.0,0.0,0.0,0.0,75.844786,0.0,0.0,0.0,0.166667,2.0,0.0,1800.0,243.503331,4511.435479,0.0,12.0,0
1315,7915.0,1986.558317,1.0,0.0,0.0,0.0,872.861808,0.0,0.0,0.0,0.166667,4.0,0.0,6500.0,653.211583,587.112789,0.0,12.0,0
1316,5609.0,906.830419,1.0,129.0,129.0,0.0,2168.295882,0.083333,0.083333,0.0,0.166667,2.0,1.0,1700.0,2152.93568,539.700832,0.083333,12.0,0
1317,1985.0,1434.836893,1.0,413.16,413.16,0.0,3005.365682,0.416667,0.416667,0.0,0.166667,6.0,10.0,3500.0,3716.5426,330.705914,0.083333,12.0,2
1318,921.0,1101.792789,1.0,1591.37,1591.37,0.0,447.953652,0.666667,0.666667,0.0,0.166667,2.0,10.0,3000.0,699.75547,228.555892,0.0,12.0,3
1319,6397.0,4070.500764,0.833333,710.8,140.0,570.8,4620.069456,0.833333,0.166667,0.666667,0.166667,11.0,16.0,4900.0,364.205524,3231.905456,0.0,6.0,2
1320,1519.0,3170.537693,0.909091,0.0,0.0,0.0,1161.103112,0.0,0.0,0.0,0.181818,2.0,0.0,3500.0,547.23924,1111.251287,0.0,11.0,0
1321,1787.0,1552.772103,1.0,34.74,34.74,0.0,185.374726,0.1,0.1,0.0,0.2,3.0,1.0,3000.0,3125.652785,405.748783,0.0,10.0,0
1322,6235.0,2468.506177,1.0,0.0,0.0,0.0,648.808629,0.0,0.0,0.0,0.25,4.0,0.0,2500.0,601.740186,1085.79506,0.0,12.0,0
1323,5507.0,605.203304,1.0,1279.5,543.0,736.5,203.148527,1.0,0.375,0.875,0.25,5.0,37.0,1000.0,661.341498,142.5988,0.142857,8.0,2
1324,1843.0,2360.086196,1.0,0.0,0.0,0.0,921.067126,0.0,0.0,0.0,0.333333,5.0,0.0,9000.0,617.359054,569.1152,0.0,12.0,0
1325,3329.0,1142.302592,1.0,0.0,0.0,0.0,175.924692,0.0,0.0,0.0,0.333333,5.0,0.0,1200.0,454.157081,418.981666,0.0,12.0,0
1326,5133.0,1478.079872,1.0,0.0,0.0,0.0,204.29492,0.0,0.0,0.0,0.333333,5.0,0.0,1500.0,383.28285,534.469973,0.0,12.0,0
1327,5461.0,1938.648722,1.0,0.0,0.0,0.0,2548.837078,0.0,0.0,0.0,0.333333,5.0,0.0,6000.0,1732.275197,457.524824,0.0,12.0,0
1328,7547.0,991.773081,1.0,2020.0,2020.0,0.0,600.188405,0.25,0.25,0.0,0.333333,4.0,4.0,3400.0,1817.827772,322.297689,0.0,12.0,3
1329,6617.0,604.816148,1.0,764.0,331.0,433.0,796.641859,0.916667,0.166667,0.916667,0.333333,7.0,25.0,10500.0,1984.660403,215.409725,0.083333,12.0,2
1330,2099.0,5827.830678,1.0,577.98,358.02,219.96,2191.528662,1.0,0.083333,1.0,0.333333,7.0,13.0,6000.0,1771.36501,1842.75662,0.0,12.0,2
1331,1029.0,5665.802895,1.0,0.0,0.0,0.0,10507.87257,0.0,0.0,0.0,0.416667,9.0,0.0,10500.0,1290.753615,1629.315325,0.0,12.0,0
1332,8593.0,5944.084692,1.0,0.0,0.0,0.0,584.439061,0.0,0.0,0.0,0.416667,7.0,0.0,6000.0,1523.589544,2416.455868,0.0,12.0,0
1333,4815.0,2837.962185,1.0,898.2,898.2,0.0,958.26211,0.416667,0.416667,0.0,0.416667,5.0,10.0,5000.0,641.182454,659.255972,0.0,12.0,3
1334,1335.0,4677.021295,1.0,1798.66,1364.22,434.44,1569.577102,0.916667,0.583333,0.916667,0.416667,6.0,36.0,9000.0,1156.783897,1615.317615,0.0,12.0,2
1335,2347.0,445.921101,1.0,1580.56,701.61,878.95,2703.408056,1.0,0.666667,1.0,0.5,14.0,61.0,2500.0,3992.8893,185.418931,1.0,12.0,2
1336,2345.0,9629.808851,1.0,0.0,0.0,0.0,4372.393835,0.0,0.0,0.0,0.545455,9.0,0.0,12000.0,2468.988022,2134.295731,0.0,11.0,0
1337,7615.0,1967.640068,0.909091,264.8,230.0,34.8,4954.13788,0.166667,0.083333,0.083333,0.583333,26.0,2.0,5000.0,516.105446,505.521704,0.0,12.0,2
1338,461.0,7302.672686,1.0,0.0,0.0,0.0,10762.70776,0.0,0.0,0.0,0.75,19.0,0.0,9000.0,3824.308564,2214.506825,0.0,12.0,0
1339,231.0,6071.895277,1.0,204.8,0.0,204.8,4283.656363,0.75,0.0,0.75,0.833333,13.0,9.0,7000.0,1892.355319,1653.92317,0.0,12.0,2
1340,6527.0,39.718404,0.363636,525.17,525.17,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,4.0,8500.0,515.996856,37.409861,0.0,12.0,3
1341,1187.0,591.103032,1.0,626.69,626.69,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2500.0,786.571498,311.637186,0.0,12.0,3
1342,2017.0,68.20838,0.272727,780.0,780.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,3200.0,196.173726,14.037214,0.0,12.0,3
1343,4813.0,54.933231,0.272727,495.0,0.0,495.0,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,7000.0,1969.845566,147.049952,1.0,12.0,4
1344,5757.0,1268.809031,0.272727,17945.0,17945.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,3.0,18000.0,50721.48336,1149.747342,0.0,12.0,3
1345,6759.0,670.425221,1.0,349.0,0.0,349.0,0.0,0.166667,0.0,0.083333,0.0,0.0,2.0,1950.0,563.652253,218.138964,0.0,12.0,4
1346,667.0,37.983045,0.545455,242.24,0.0,242.24,0.0,0.25,0.0,0.25,0.0,0.0,3.0,2000.0,662.417377,99.057422,0.166667,12.0,4
1347,7729.0,440.161534,1.0,365.0,116.0,249.0,0.0,0.25,0.083333,0.166667,0.0,0.0,6.0,800.0,230.655936,209.080877,0.0,12.0,3
1348,619.0,1664.334555,1.0,862.95,862.95,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,5.0,1900.0,987.668179,892.915026,0.0,12.0,3
1349,2083.0,1384.792038,1.0,133.34,0.0,133.34,0.0,0.333333,0.0,0.333333,0.0,0.0,4.0,2900.0,1877.881775,547.387346,0.0,12.0,4
1350,3833.0,1954.920348,1.0,1016.34,1016.34,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,9.0,7500.0,481.559934,595.650324,0.0,12.0,3
1351,4833.0,947.13081,1.0,197.06,148.66,48.4,0.0,0.333333,0.25,0.166667,0.0,0.0,5.0,1000.0,492.200419,509.384182,0.0,12.0,3
1352,6681.0,86.547135,0.818182,789.45,789.45,0.0,0.0,0.416667,0.416667,0.0,0.0,0.0,5.0,2500.0,1370.171713,119.649702,0.111111,12.0,3
1353,7617.0,1791.85654,1.0,71.38,0.0,71.38,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,3000.0,547.424357,647.111708,0.0,12.0,4
1354,7837.0,65.701893,0.727273,528.06,128.06,400.0,0.0,0.5,0.083333,0.333333,0.0,0.0,6.0,1800.0,509.587601,133.008193,0.454545,12.0,4
1355,8113.0,50.582235,0.909091,428.0,110.0,318.0,0.0,0.5,0.083333,0.333333,0.0,0.0,7.0,1700.0,541.419745,139.585651,0.428571,12.0,4
1356,3245.0,30.217276,0.636364,332.5,0.0,332.5,0.0,0.583333,0.0,0.5,0.0,0.0,8.0,3000.0,262.580865,86.813318,0.416667,12.0,4
1357,4497.0,647.166042,1.0,369.49,0.0,369.49,0.0,0.583333,0.0,0.5,0.0,0.0,9.0,12500.0,738.346676,245.989844,0.0,12.0,4
